Client_Name,Client_Type,Completeness_Documents,Frequency_Update,Incident_History,Complaints,Income,Operational_Risk,Last_KYC_Update,Next_KYC_Update,KYC_Status,Document_Type,Document_Issue_Date,Document_Expiry_Date,Document_Status
Cliente_2557,individual,complete,stale,none,1,medium,low,2024-02-14,2029-02-14,Em dia,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_2558,individual,complete,stale,none,0,high,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_2559,individual,complete,never,none,2,low,medium,2026-02-14,2028-02-14,Em dia,CNI,2020-02-14,2025-02-14,Expirado
Cliente_2560,individual,partial,stale,major,1,medium,high,2020-02-14,2021-02-14,Atrasado,Certidão Comercial,2021-02-14,2026-02-14,Quase Expirando
Cliente_2561,corporate,partial,stale,none,1,medium,medium,2025-02-14,2027-02-14,Em dia,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_2562,corporate,partial,recent,none,1,low,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_2563,individual,complete,stale,none,2,medium,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_2564,individual,partial,never,none,3,low,medium,2024-02-14,2026-02-14,A vencer,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_2565,individual,complete,recent,none,1,high,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2017-02-14,2022-02-14,Expirado
Cliente_2566,individual,partial,stale,none,2,medium,medium,2023-02-14,2025-02-14,Atrasado,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_2567,individual,missing,stale,none,0,medium,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_2568,individual,complete,recent,minor,2,low,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_2569,corporate,partial,stale,none,2,medium,medium,2023-02-14,2025-02-14,Atrasado,BI,2024-02-14,2029-02-14,Válido
Cliente_2570,corporate,complete,recent,none,0,low,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_2571,individual,complete,never,minor,2,low,medium,2026-02-14,2028-02-14,Em dia,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_2572,corporate,complete,never,major,0,low,high,2020-02-14,2021-02-14,Atrasado,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_2573,individual,complete,recent,none,1,low,low,2021-02-14,2026-02-14,A vencer,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_2574,individual,partial,recent,none,2,medium,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_2575,individual,complete,stale,none,2,low,low,2024-02-14,2029-02-14,Em dia,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_2576,individual,complete,recent,none,1,high,low,2024-02-14,2029-02-14,Em dia,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_2577,vip,complete,recent,none,0,low,low,2020-02-14,2025-02-14,Atrasado,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_2578,individual,partial,stale,none,0,low,medium,2020-02-14,2022-02-14,Atrasado,BI,2023-02-14,2028-02-14,Válido
Cliente_2579,individual,missing,recent,none,1,high,medium,2026-02-14,2028-02-14,Em dia,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_2580,individual,partial,recent,none,1,low,low,2020-02-14,2025-02-14,Atrasado,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_2581,individual,partial,never,none,2,low,medium,2021-02-14,2023-02-14,Atrasado,CNI,2024-02-14,2029-02-14,Válido
Cliente_2582,corporate,complete,never,none,2,low,medium,2024-02-14,2026-02-14,A vencer,CNI,2025-02-14,2030-02-14,Válido
Cliente_2583,individual,complete,stale,none,1,medium,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_2584,individual,complete,never,none,1,medium,medium,2026-02-14,2028-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_2585,individual,complete,recent,none,1,low,low,2020-02-14,2025-02-14,Atrasado,CNI,2023-02-14,2028-02-14,Válido
Cliente_2586,individual,partial,recent,none,3,medium,low,2024-02-14,2029-02-14,Em dia,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_2587,individual,complete,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Nascimento,2024-02-14,2029-02-14,Válido
Cliente_2588,individual,partial,stale,none,1,high,medium,2023-02-14,2025-02-14,Atrasado,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_2589,individual,complete,never,none,4,low,medium,2021-02-14,2023-02-14,Atrasado,BI,2026-02-14,2031-02-14,Válido
Cliente_2590,corporate,complete,stale,none,0,medium,low,2023-02-14,2028-02-14,Em dia,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_2591,corporate,complete,never,none,2,low,medium,2023-02-14,2025-02-14,Atrasado,Passaporte,2025-02-14,2030-02-14,Válido
Cliente_2592,corporate,partial,stale,none,0,low,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_2593,individual,partial,recent,none,2,low,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2019-02-14,2024-02-14,Expirado
Cliente_2594,individual,partial,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,BI,2019-02-14,2024-02-14,Expirado
Cliente_2595,individual,complete,recent,none,2,medium,low,2021-02-14,2026-02-14,A vencer,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_2596,corporate,missing,recent,none,1,medium,medium,2023-02-14,2025-02-14,Atrasado,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_2597,individual,complete,stale,none,0,medium,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_2598,individual,complete,recent,none,2,medium,low,2020-02-14,2025-02-14,Atrasado,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_2599,individual,missing,stale,none,0,medium,medium,2022-02-14,2024-02-14,Atrasado,CNI,2023-02-14,2028-02-14,Válido
Cliente_2600,individual,complete,stale,none,1,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_2601,individual,partial,recent,none,2,low,low,2020-02-14,2025-02-14,Atrasado,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_2602,individual,complete,recent,none,1,low,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_2603,corporate,complete,recent,none,2,low,low,2021-02-14,2026-02-14,A vencer,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_2604,individual,missing,recent,none,2,medium,medium,2023-02-14,2025-02-14,Atrasado,CNI,2018-02-14,2023-02-14,Expirado
Cliente_2605,individual,complete,never,none,0,medium,medium,2026-02-14,2028-02-14,Em dia,BI,2019-02-14,2024-02-14,Expirado
Cliente_2606,individual,partial,recent,none,1,medium,low,2023-02-14,2028-02-14,Em dia,CNI,2017-02-14,2022-02-14,Expirado
Cliente_2607,individual,complete,stale,none,0,low,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_2608,individual,partial,never,none,1,medium,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_2609,corporate,complete,never,none,2,low,medium,2025-02-14,2027-02-14,Em dia,CNI,2026-02-14,2031-02-14,Válido
Cliente_2610,individual,complete,never,none,1,high,medium,2022-02-14,2024-02-14,Atrasado,CNI,2020-02-14,2025-02-14,Expirado
Cliente_2611,corporate,complete,recent,none,3,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_2612,individual,complete,recent,none,1,medium,low,2024-02-14,2029-02-14,Em dia,BI,2016-02-14,2021-02-14,Expirado
Cliente_2613,individual,missing,recent,none,0,medium,medium,2026-02-14,2028-02-14,Em dia,CNI,2018-02-14,2023-02-14,Expirado
Cliente_2614,corporate,complete,recent,none,0,high,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_2615,individual,complete,never,none,0,low,medium,2024-02-14,2026-02-14,A vencer,CNI,2022-02-14,2027-02-14,Válido
Cliente_2616,individual,complete,stale,none,3,low,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2024-02-14,2029-02-14,Válido
Cliente_2617,individual,complete,recent,none,3,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2026-02-14,2031-02-14,Válido
Cliente_2618,individual,partial,recent,none,0,low,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2022-02-14,2027-02-14,Válido
Cliente_2619,corporate,missing,recent,major,1,medium,high,2023-02-14,2024-02-14,Atrasado,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_2620,individual,complete,stale,none,2,high,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_2621,corporate,partial,stale,none,2,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Nascimento,2022-02-14,2027-02-14,Válido
Cliente_2622,corporate,complete,never,none,2,medium,medium,2023-02-14,2025-02-14,Atrasado,BI,2026-02-14,2031-02-14,Válido
Cliente_2623,individual,complete,never,minor,1,high,medium,2025-02-14,2027-02-14,Em dia,BI,2019-02-14,2024-02-14,Expirado
Cliente_2624,corporate,partial,recent,major,2,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_2625,individual,complete,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_2626,vip,partial,recent,none,3,high,low,2024-02-14,2029-02-14,Em dia,CNI,2025-02-14,2030-02-14,Válido
Cliente_2627,individual,partial,recent,none,0,high,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_2628,individual,complete,never,none,1,medium,medium,2026-02-14,2028-02-14,Em dia,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_2629,individual,missing,stale,none,1,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_2630,individual,partial,stale,minor,1,low,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_2631,individual,complete,recent,none,3,medium,low,2024-02-14,2029-02-14,Em dia,BI,2016-02-14,2021-02-14,Expirado
Cliente_2632,corporate,partial,recent,none,1,low,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_2633,individual,complete,recent,none,0,low,low,2023-02-14,2028-02-14,Em dia,CNI,2025-02-14,2030-02-14,Válido
Cliente_2634,individual,missing,stale,none,4,medium,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_2635,corporate,partial,stale,none,2,medium,medium,2021-02-14,2023-02-14,Atrasado,CNI,2022-02-14,2027-02-14,Válido
Cliente_2636,individual,complete,recent,none,1,medium,low,2020-02-14,2025-02-14,Atrasado,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_2637,vip,complete,stale,none,0,low,low,2026-02-14,2031-02-14,Em dia,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_2638,corporate,partial,never,none,1,low,medium,2026-02-14,2028-02-14,Em dia,CNI,2023-02-14,2028-02-14,Válido
Cliente_2639,vip,complete,recent,none,1,medium,low,2021-02-14,2026-02-14,A vencer,CNI,2020-02-14,2025-02-14,Expirado
Cliente_2640,corporate,complete,stale,none,2,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_2641,individual,complete,recent,none,1,medium,low,2023-02-14,2028-02-14,Em dia,BI,2025-02-14,2030-02-14,Válido
Cliente_2642,individual,complete,stale,none,2,high,low,2024-02-14,2029-02-14,Em dia,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_2643,corporate,complete,stale,none,0,high,low,2022-02-14,2027-02-14,Em dia,BI,2019-02-14,2024-02-14,Expirado
Cliente_2644,individual,complete,never,none,2,medium,medium,2020-02-14,2022-02-14,Atrasado,BI,2017-02-14,2022-02-14,Expirado
Cliente_2645,individual,complete,recent,major,1,low,medium,2021-02-14,2023-02-14,Atrasado,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_2646,individual,partial,recent,minor,6,medium,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_2647,vip,complete,recent,none,2,medium,low,2025-02-14,2030-02-14,Em dia,BI,2024-02-14,2029-02-14,Válido
Cliente_2648,individual,complete,recent,none,0,low,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_2649,individual,complete,stale,none,1,medium,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_2650,individual,complete,never,major,0,low,high,2020-02-14,2021-02-14,Atrasado,Passaporte,2019-02-14,2024-02-14,Expirado
Cliente_2651,individual,complete,recent,none,1,medium,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_2652,individual,complete,recent,none,4,low,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2026-02-14,2031-02-14,Válido
Cliente_2653,individual,complete,recent,none,1,medium,low,2020-02-14,2025-02-14,Atrasado,CNI,2026-02-14,2031-02-14,Válido
Cliente_2654,individual,partial,recent,none,1,high,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_2655,corporate,partial,recent,none,1,low,low,2026-02-14,2031-02-14,Em dia,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_2656,individual,partial,recent,none,3,medium,low,2025-02-14,2030-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_2657,corporate,partial,stale,none,0,low,medium,2026-02-14,2028-02-14,Em dia,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_2658,corporate,partial,recent,minor,3,high,medium,2025-02-14,2027-02-14,Em dia,BI,2019-02-14,2024-02-14,Expirado
Cliente_2659,individual,complete,stale,none,2,medium,low,2020-02-14,2025-02-14,Atrasado,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_2660,individual,partial,stale,minor,1,high,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_2661,individual,complete,recent,none,3,high,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2026-02-14,2031-02-14,Válido
Cliente_2662,corporate,partial,stale,none,0,medium,medium,2024-02-14,2026-02-14,A vencer,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_2663,individual,partial,stale,major,1,low,high,2023-02-14,2024-02-14,Atrasado,BI,2016-02-14,2021-02-14,Expirado
Cliente_2664,individual,complete,stale,major,1,low,medium,2022-02-14,2024-02-14,Atrasado,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_2665,individual,complete,recent,none,2,medium,low,2026-02-14,2031-02-14,Em dia,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_2666,individual,complete,recent,none,2,medium,low,2022-02-14,2027-02-14,Em dia,CNI,2016-02-14,2021-02-14,Expirado
Cliente_2667,individual,partial,never,none,2,medium,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_2668,individual,partial,stale,none,0,low,medium,2021-02-14,2023-02-14,Atrasado,Passaporte,2023-02-14,2028-02-14,Válido
Cliente_2669,corporate,partial,recent,none,1,low,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_2670,individual,complete,recent,none,2,medium,low,2024-02-14,2029-02-14,Em dia,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_2671,individual,partial,recent,none,1,low,low,2024-02-14,2029-02-14,Em dia,BI,2026-02-14,2031-02-14,Válido
Cliente_2672,individual,complete,recent,none,0,medium,low,2023-02-14,2028-02-14,Em dia,BI,2016-02-14,2021-02-14,Expirado
Cliente_2673,corporate,partial,stale,none,2,medium,medium,2020-02-14,2022-02-14,Atrasado,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_2674,individual,complete,recent,none,2,medium,low,2026-02-14,2031-02-14,Em dia,BI,2020-02-14,2025-02-14,Expirado
Cliente_2675,corporate,complete,recent,none,2,low,low,2022-02-14,2027-02-14,Em dia,CNI,2026-02-14,2031-02-14,Válido
Cliente_2676,individual,complete,stale,none,0,high,low,2025-02-14,2030-02-14,Em dia,BI,2018-02-14,2023-02-14,Expirado
Cliente_2677,individual,partial,recent,none,2,low,low,2022-02-14,2027-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_2678,individual,missing,stale,none,0,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_2679,individual,complete,stale,none,0,medium,low,2023-02-14,2028-02-14,Em dia,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_2680,individual,complete,recent,none,0,low,low,2024-02-14,2029-02-14,Em dia,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_2681,individual,missing,stale,none,0,low,medium,2021-02-14,2023-02-14,Atrasado,BI,2020-02-14,2025-02-14,Expirado
Cliente_2682,corporate,complete,stale,none,1,low,low,2024-02-14,2029-02-14,Em dia,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_2683,individual,partial,recent,none,3,medium,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_2684,individual,complete,recent,none,0,high,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2025-02-14,2030-02-14,Válido
Cliente_2685,individual,complete,stale,none,2,medium,low,2026-02-14,2031-02-14,Em dia,BI,2020-02-14,2025-02-14,Expirado
Cliente_2686,individual,partial,never,major,0,medium,high,2021-02-14,2022-02-14,Atrasado,CNI,2018-02-14,2023-02-14,Expirado
Cliente_2687,individual,partial,stale,none,1,low,medium,2025-02-14,2027-02-14,Em dia,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_2688,individual,complete,recent,minor,1,low,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_2689,individual,complete,stale,none,0,low,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_2690,individual,partial,recent,none,1,high,low,2023-02-14,2028-02-14,Em dia,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_2691,individual,complete,stale,none,2,low,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_2692,individual,partial,stale,none,0,high,medium,2026-02-14,2028-02-14,Em dia,CNI,2020-02-14,2025-02-14,Expirado
Cliente_2693,individual,complete,stale,minor,1,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_2694,individual,complete,never,none,1,medium,medium,2020-02-14,2022-02-14,Atrasado,Certidão Nascimento,2017-02-14,2022-02-14,Expirado
Cliente_2695,vip,missing,stale,none,0,high,medium,2024-02-14,2026-02-14,A vencer,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_2696,individual,partial,stale,none,0,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_2697,individual,complete,recent,none,0,medium,low,2023-02-14,2028-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_2698,individual,partial,never,none,0,low,medium,2025-02-14,2027-02-14,Em dia,CNI,2017-02-14,2022-02-14,Expirado
Cliente_2699,corporate,complete,never,none,2,low,medium,2022-02-14,2024-02-14,Atrasado,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_2700,corporate,complete,recent,minor,1,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_2701,individual,missing,recent,none,5,medium,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_2702,vip,partial,recent,none,4,low,low,2023-02-14,2028-02-14,Em dia,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_2703,individual,partial,stale,none,2,low,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_2704,individual,complete,stale,none,1,high,low,2026-02-14,2031-02-14,Em dia,CNI,2016-02-14,2021-02-14,Expirado
Cliente_2705,corporate,complete,recent,none,2,low,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_2706,corporate,complete,never,major,0,low,high,2020-02-14,2021-02-14,Atrasado,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_2707,individual,complete,recent,none,0,high,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_2708,individual,partial,stale,none,2,low,medium,2023-02-14,2025-02-14,Atrasado,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_2709,individual,complete,recent,minor,0,low,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_2710,individual,partial,recent,none,2,medium,low,2021-02-14,2026-02-14,A vencer,CNI,2024-02-14,2029-02-14,Válido
Cliente_2711,corporate,complete,recent,none,1,low,low,2023-02-14,2028-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_2712,individual,complete,recent,none,2,low,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_2713,individual,complete,stale,minor,3,low,medium,2020-02-14,2022-02-14,Atrasado,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_2714,individual,complete,stale,none,0,medium,low,2021-02-14,2026-02-14,A vencer,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_2715,individual,complete,recent,none,1,low,low,2020-02-14,2025-02-14,Atrasado,BI,2024-02-14,2029-02-14,Válido
Cliente_2716,individual,missing,recent,none,1,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_2717,individual,complete,recent,none,1,low,low,2021-02-14,2026-02-14,A vencer,CNI,2017-02-14,2022-02-14,Expirado
Cliente_2718,vip,missing,stale,none,0,low,medium,2024-02-14,2026-02-14,A vencer,BI,2024-02-14,2029-02-14,Válido
Cliente_2719,corporate,complete,stale,none,0,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2021-02-14,2026-02-14,Quase Expirando
Cliente_2720,individual,missing,recent,none,4,low,medium,2026-02-14,2028-02-14,Em dia,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_2721,corporate,complete,stale,minor,1,medium,medium,2022-02-14,2024-02-14,Atrasado,BI,2018-02-14,2023-02-14,Expirado
Cliente_2722,corporate,missing,recent,none,0,medium,medium,2022-02-14,2024-02-14,Atrasado,CNI,2018-02-14,2023-02-14,Expirado
Cliente_2723,corporate,complete,never,none,0,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2025-02-14,2030-02-14,Válido
Cliente_2724,individual,partial,never,none,1,low,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_2725,individual,missing,stale,none,0,low,medium,2020-02-14,2022-02-14,Atrasado,Certidão Comercial,2021-02-14,2026-02-14,Quase Expirando
Cliente_2726,individual,complete,never,minor,1,low,medium,2025-02-14,2027-02-14,Em dia,Passaporte,2024-02-14,2029-02-14,Válido
Cliente_2727,individual,complete,never,none,1,medium,medium,2021-02-14,2023-02-14,Atrasado,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_2728,individual,complete,never,none,0,medium,medium,2021-02-14,2023-02-14,Atrasado,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_2729,individual,missing,stale,none,0,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_2730,individual,complete,recent,none,0,medium,low,2021-02-14,2026-02-14,A vencer,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_2731,corporate,complete,recent,none,0,high,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_2732,individual,complete,recent,none,2,low,low,2020-02-14,2025-02-14,Atrasado,CNI,2019-02-14,2024-02-14,Expirado
Cliente_2733,individual,complete,stale,none,2,medium,low,2024-02-14,2029-02-14,Em dia,CNI,2016-02-14,2021-02-14,Expirado
Cliente_2734,vip,partial,recent,none,0,medium,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_2735,corporate,complete,recent,none,2,low,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2024-02-14,2029-02-14,Válido
Cliente_2736,corporate,partial,recent,none,1,medium,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_2737,vip,missing,recent,none,1,high,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_2738,individual,complete,stale,none,2,low,low,2020-02-14,2025-02-14,Atrasado,BI,2024-02-14,2029-02-14,Válido
Cliente_2739,vip,partial,never,none,0,medium,medium,2025-02-14,2027-02-14,Em dia,BI,2024-02-14,2029-02-14,Válido
Cliente_2740,individual,complete,stale,none,0,low,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2026-02-14,2031-02-14,Válido
Cliente_2741,individual,partial,stale,none,0,low,medium,2020-02-14,2022-02-14,Atrasado,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_2742,individual,complete,stale,none,1,medium,low,2023-02-14,2028-02-14,Em dia,CNI,2017-02-14,2022-02-14,Expirado
Cliente_2743,individual,partial,recent,none,2,low,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2022-02-14,2027-02-14,Válido
Cliente_2744,individual,complete,recent,none,0,medium,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2017-02-14,2022-02-14,Expirado
Cliente_2745,individual,complete,never,none,0,low,medium,2022-02-14,2024-02-14,Atrasado,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_2746,corporate,complete,recent,none,0,medium,low,2022-02-14,2027-02-14,Em dia,CNI,2017-02-14,2022-02-14,Expirado
Cliente_2747,individual,complete,recent,major,1,medium,medium,2024-02-14,2026-02-14,A vencer,Passaporte,2023-02-14,2028-02-14,Válido
Cliente_2748,individual,partial,stale,none,2,medium,medium,2023-02-14,2025-02-14,Atrasado,BI,2017-02-14,2022-02-14,Expirado
Cliente_2749,corporate,complete,recent,none,1,low,low,2020-02-14,2025-02-14,Atrasado,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_2750,individual,partial,recent,none,1,low,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_2751,individual,complete,recent,none,0,low,low,2025-02-14,2030-02-14,Em dia,BI,2016-02-14,2021-02-14,Expirado
